application_id,customer_id,application_date,loan_type,loan_purpose,requested_amount,loan_term_months,interest_rate,applicant_monthly_income,existing_emi,debt_to_income_ratio,collateral_flag,approval_status,approved_amount,decision_date,disbursed_flag,loan_default
APP801811,CUST104576,2023-10-26,Auto,Used Car,2172000,12,10.14,11700,3300,3.0,1,Rejected,0,2023-11-09,0,
APP801812,CUST104020,2024-03-01,Gold,Gold Loan,360000,36,12.17,69700,17100,0.417,1,Rejected,0,2024-03-06,0,
APP801813,CUST103036,2023-05-29,Business,Working Capital,4251000,48,13.67,30700,2600,3.0,0,Rejected,0,2023-06-13,0,
APP801814,CUST101225,2023-04-14,Home,Home Construction,6233000,36,8.19,26400,6000,3.0,1,Rejected,0,2023-04-29,0,
APP801815,CUST100831,2023-08-16,Business,Equipment Purchase,1051000,60,15.06,39900,9200,0.857,1,Approved,971000,2023-08-25,1,0
APP801816,CUST104101,2023-12-22,Personal,Medical Emergency,1423000,48,20.15,44800,12000,1.237,0,Approved,1291000,2023-12-28,1,0
APP801817,CUST104210,2023-07-07,Education,Skill Certification,1053000,60,10.37,20000,1100,1.183,0,Rejected,0,2023-07-11,0,
APP801818,CUST101265,2024-04-28,Personal,Medical Emergency,833000,48,19.75,22700,700,1.141,0,Rejected,0,2024-05-06,0,
APP801819,CUST103766,2024-05-20,Personal,Medical Emergency,1067000,24,22.13,68600,23900,1.157,0,Approved,818000,2024-05-27,1,0
APP801820,CUST101762,2023-09-27,Business,Business Expansion,2785000,60,14.86,41000,1900,1.658,0,Rejected,0,2023-10-03,0,
APP801821,CUST102652,2023-01-22,Personal,Debt Consolidation,982000,84,12.22,64000,14900,0.505,0,Approved,961000,2023-02-07,1,0
APP801822,CUST104268,2022-11-19,Business,Business Expansion,747000,48,19.32,27500,2500,0.909,1,Approved,538000,2022-12-04,1,0
APP801823,CUST104070,2024-06-15,Personal,Medical Emergency,761000,84,12.41,116500,31400,0.386,0,Approved,554000,2024-07-02,1,1
APP801824,CUST103945,2023-06-21,Home,Plot Purchase,8720000,60,8.27,18800,4600,3.0,1,Rejected,0,2023-07-04,0,
APP801825,CUST104720,2024-01-27,Home,Home Purchase,1910000,84,8.83,47300,8200,0.82,1,Approved,1820000,2024-02-12,1,0
APP801826,CUST104697,2022-11-01,Home,Plot Purchase,10225000,60,9.01,23100,500,3.0,1,Rejected,0,2022-11-12,0,
APP801827,CUST102453,2022-08-12,Business,Business Expansion,5331000,24,19.25,35300,1800,3.0,0,Rejected,0,2022-08-23,0,
APP801828,CUST103296,2023-12-15,Gold,Gold Loan,493000,36,14.95,62400,6400,0.376,1,Approved,404000,2023-12-22,1,0
APP801829,CUST104959,2023-08-28,Personal,Medical Emergency,1309000,12,19.41,11900,2100,3.0,0,Rejected,0,2023-09-12,0,
APP801830,CUST103048,2022-12-07,Gold,Gold Loan,77000,24,11.65,23600,8200,0.5,1,Rejected,0,2022-12-27,0,
APP801831,CUST102220,2024-03-21,Education,Skill Certification,3431000,24,11.09,42000,4600,3.0,0,Rejected,0,2024-04-03,0,
APP801832,CUST102621,2024-05-16,Personal,Travel,884000,24,17.86,45000,12600,1.259,0,Rejected,0,2024-05-18,0,
APP801833,CUST104022,2023-02-05,Education,Higher Studies India,944000,60,9.97,17200,4400,1.418,0,Rejected,0,2023-02-18,0,
APP801834,CUST103502,2022-11-18,Education,Study Abroad,1829000,36,12.96,40100,7700,1.728,1,Approved,1425000,2022-11-23,1,0
APP801835,CUST100271,2023-09-21,Personal,Debt Consolidation,475000,48,16.87,58600,2000,0.268,0,Approved,421000,2023-09-23,1,0
APP801836,CUST101075,2024-03-10,Personal,Wedding,358000,48,23.55,40800,600,0.298,1,Approved,296000,2024-03-17,1,0
APP801837,CUST102196,2022-08-07,Personal,Home Renovation,1292000,60,21.87,92800,5200,0.439,0,Approved,921000,2022-08-22,1,0
APP801838,CUST103574,2023-06-04,Home,Home Purchase,9127000,84,9.28,80200,16100,2.048,1,Rejected,0,2023-06-20,0,
APP801839,CUST101041,2022-10-01,Auto,Two Wheeler,1852000,36,13.93,71300,1200,0.903,1,Rejected,0,2022-10-14,0,
APP801840,CUST102560,2022-12-16,Personal,Debt Consolidation,643000,36,20.63,69900,4800,0.413,0,Approved,507000,2022-12-24,1,0
APP801841,CUST102940,2023-05-22,Auto,New Car,622000,36,12.34,10000,2900,2.366,1,Rejected,0,2023-06-05,0,
APP801842,CUST100384,2024-04-01,Business,Business Expansion,3190000,48,13.49,56100,10600,1.728,0,Approved,2310000,2024-04-20,1,0
APP801843,CUST104040,2023-10-29,Auto,New Car,1217000,84,10.14,14400,1400,1.501,1,Rejected,0,2023-11-11,0,
APP801844,CUST101635,2022-08-14,Home,Balance Transfer,6165000,240,8.24,84400,11200,0.754,1,Rejected,0,2022-09-03,0,
APP801845,CUST101551,2022-10-22,Personal,Home Renovation,146000,48,12.09,38000,5400,0.243,0,Approved,130000,2022-10-31,1,0
APP801846,CUST104791,2023-05-03,Education,Study Abroad,866000,84,11.8,40600,1700,0.416,0,Approved,645000,2023-05-11,1,0
APP801847,CUST100812,2024-06-08,Home,Home Construction,10054000,36,10.44,19300,6100,3.0,1,Under Review,0,,0,
APP801848,CUST100815,2023-10-02,Personal,Debt Consolidation,972000,12,11.61,50800,15900,2.011,0,Approved,830000,2023-10-18,1,0
APP801849,CUST103833,2022-12-22,Auto,New Car,2377000,36,9.62,88500,3900,0.906,1,Rejected,0,2022-12-29,0,
APP801850,CUST100511,2023-06-25,Personal,Wedding,132000,84,16.73,120900,8200,0.09,0,Approved,115000,2023-07-03,1,0
APP801851,CUST104890,2022-09-01,Auto,Two Wheeler,2095000,36,13.77,22200,3600,3.0,1,Rejected,0,2022-09-21,0,
APP801852,CUST102517,2023-12-09,Personal,Medical Emergency,732000,60,18.95,62000,9700,0.462,0,Approved,514000,2023-12-19,1,0
APP801853,CUST102099,2022-10-14,Home,Home Purchase,2662000,180,8.85,44400,0,0.603,1,Rejected,0,2022-10-28,0,
APP801854,CUST100113,2023-10-24,Education,Study Abroad,656000,12,10.56,41300,11600,1.683,1,Rejected,0,2023-11-01,0,
APP801855,CUST101558,2023-06-04,Personal,Medical Emergency,240000,84,23.52,17200,700,0.38,0,Rejected,0,2023-06-11,0,
APP801856,CUST104756,2023-11-13,Personal,Home Renovation,145000,84,21.19,21700,6600,0.458,1,Approved,125000,2023-12-01,1,0
APP801857,CUST100776,2023-10-02,Personal,Debt Consolidation,1338000,24,19.93,37500,11400,2.12,0,Rejected,0,2023-10-07,0,
APP801858,CUST100796,2022-08-21,Personal,Medical Emergency,1423000,48,20.42,28000,5800,1.766,0,Rejected,0,2022-08-24,0,
APP801859,CUST100139,2024-02-12,Personal,Travel,1050000,60,19.2,11500,200,2.405,0,Rejected,0,2024-02-16,0,
APP801860,CUST100934,2022-12-04,Home,Plot Purchase,11215000,60,9.89,26800,1100,3.0,1,Approved,10089000,2022-12-12,1,0
APP801861,CUST101215,2023-11-03,Personal,Travel,1156000,48,15.65,41600,9400,1.009,0,Approved,832000,2023-11-07,1,0
APP801862,CUST103477,2023-12-01,Education,Study Abroad,247000,48,9.56,82500,23900,0.365,0,Approved,179000,2023-12-12,1,0
APP801863,CUST101408,2023-12-16,Personal,Home Renovation,748000,24,16.94,15000,1300,2.551,0,Rejected,0,2024-01-01,0,
APP801864,CUST104585,2024-04-26,Education,Skill Certification,2399000,120,11.66,28800,1700,1.237,0,Approved,1885000,2024-05-13,1,1
APP801865,CUST102241,2024-01-11,Personal,Home Renovation,604000,60,19.12,50300,1400,0.34,0,Approved,452000,2024-01-21,1,0
APP801866,CUST100216,2023-10-19,Home,Home Construction,8673000,180,10.32,47800,10900,2.212,1,Rejected,0,2023-10-29,0,
APP801867,CUST103528,2022-07-29,Auto,Two Wheeler,496000,36,10.49,13400,400,1.23,1,Rejected,0,2022-08-09,0,
APP801868,CUST103346,2022-08-06,Personal,Debt Consolidation,482000,60,22.87,31100,9800,0.751,0,Rejected,0,2022-08-26,0,
APP801869,CUST102191,2022-10-21,Personal,Home Renovation,501000,84,21.33,68700,3900,0.225,0,Approved,397000,2022-10-27,1,0
APP801870,CUST102624,2024-05-23,Business,Working Capital,1793000,12,12.26,27700,5800,3.0,1,Under Review,0,,0,
APP801871,CUST102022,2024-01-07,Business,Equipment Purchase,5231000,24,19.45,10000,800,3.0,0,Rejected,0,2024-01-17,0,
APP801872,CUST104326,2024-02-26,Personal,Medical Emergency,348000,48,19.62,36300,10400,0.576,0,Approved,278000,2024-03-12,1,0
APP801873,CUST100960,2024-03-02,Auto,New Car,1293000,84,10.3,44100,2100,0.539,1,Rejected,0,2024-03-08,0,
APP801874,CUST101752,2023-10-04,Auto,New Car,599000,84,13.36,62500,10500,0.344,1,Approved,522000,2023-10-08,1,0
APP801875,CUST104944,2024-04-22,Personal,Wedding,93000,48,23.99,10000,2100,0.513,1,Approved,76000,2024-05-05,1,1
APP801876,CUST101435,2024-06-05,Business,Working Capital,3874000,60,14.68,96500,19600,1.151,0,Approved,3727000,2024-06-06,1,0
APP801877,CUST104222,2023-01-30,Personal,Debt Consolidation,776000,12,15.45,24400,7800,3.0,0,Rejected,0,2023-02-18,0,
APP801878,CUST101691,2023-08-11,Education,Higher Studies India,3577000,48,10.43,38800,4600,2.477,0,Approved,3049000,2023-08-26,1,1
APP801879,CUST104256,2023-12-20,Auto,Used Car,1005000,24,9.28,78100,17700,0.816,1,Approved,966000,2024-01-08,1,0
APP801880,CUST102057,2023-08-05,Home,Balance Transfer,12000000,36,9.07,13900,3900,3.0,1,Rejected,0,2023-08-20,0,
APP801881,CUST102680,2024-04-18,Personal,Travel,563000,36,14.37,79300,16500,0.452,0,Approved,556000,2024-04-27,1,0
APP801882,CUST104692,2023-07-17,Business,Equipment Purchase,4954000,12,19.78,51300,10000,3.0,0,Rejected,0,2023-07-29,0,
APP801883,CUST101959,2023-10-28,Education,Study Abroad,794000,48,12.14,15900,3500,1.542,0,Rejected,0,2023-11-06,0,
APP801884,CUST102628,2022-12-01,Business,Business Expansion,2092000,84,14.12,23300,6000,1.949,1,Rejected,0,2022-12-21,0,
APP801885,CUST102642,2024-06-14,Personal,Home Renovation,1078000,84,15.62,32500,10600,0.977,0,Approved,997000,2024-06-16,1,0
APP801886,CUST102729,2022-07-10,Education,Higher Studies India,3753000,120,9.03,10000,3200,3.0,1,Rejected,0,2022-07-14,0,
APP801887,CUST102292,2023-01-05,Education,Study Abroad,3780000,60,12.81,51700,11200,1.874,0,Rejected,0,2023-01-14,0,
APP801888,CUST104510,2023-02-12,Personal,Medical Emergency,972000,36,12.76,94800,9100,0.44,0,Approved,896000,2023-02-19,1,0
APP801889,CUST104358,2022-07-23,Gold,Gold Loan,366000,12,9.82,24100,700,1.363,1,Rejected,0,2022-08-07,0,
APP801890,CUST101441,2024-02-09,Education,Higher Studies India,2400000,48,12.69,298100,96100,0.537,1,Approved,2162000,2024-02-13,1,0
APP801891,CUST104713,2023-07-21,Personal,Travel,1338000,84,18.6,61900,8800,0.605,0,Approved,1312000,2023-07-25,1,0
APP801892,CUST100425,2022-07-10,Business,Business Expansion,3909000,12,14.41,236400,9400,1.528,0,Approved,3175000,2022-07-22,1,0
APP801893,CUST102490,2023-02-03,Gold,Gold Loan,121000,36,12.15,24300,5700,0.4,1,Approved,94000,2023-02-13,1,0
APP801894,CUST100281,2022-08-16,Gold,Gold Loan,298000,24,9.63,91800,13500,0.296,1,Approved,224000,2022-09-05,1,0
APP801895,CUST104681,2022-07-07,Auto,Used Car,1934000,60,10.26,174900,15900,0.327,1,Approved,1919000,2022-07-13,1,0
APP801896,CUST100500,2022-08-31,Personal,Debt Consolidation,330000,36,11.02,38000,1300,0.319,0,Rejected,0,2022-09-20,0,
APP801897,CUST102534,2023-10-11,Personal,Wedding,493000,24,16.9,35400,400,0.699,0,Rejected,0,2023-10-24,0,
APP801898,CUST104939,2023-05-27,Business,Equipment Purchase,3327000,84,14.54,16000,300,3.0,0,Rejected,0,2023-06-01,0,
APP801899,CUST102578,2022-08-10,Business,Working Capital,1633000,84,14.04,79800,600,0.391,0,Approved,1236000,2022-08-16,1,0
APP801900,CUST103452,2023-11-20,Home,Plot Purchase,2514000,12,9.66,35700,9100,3.0,1,Rejected,0,2023-12-03,0,
APP801901,CUST102472,2024-06-16,Auto,New Car,1575000,60,9.89,24500,7400,1.667,1,Rejected,0,2024-06-24,0,
APP801902,CUST102865,2023-05-20,Business,Business Expansion,2085000,60,17.14,11000,2900,3.0,0,Approved,1506000,2023-06-09,1,1
APP801903,CUST104533,2022-10-31,Personal,Medical Emergency,215000,84,20.47,38900,2100,0.178,1,Approved,174000,2022-11-17,1,0
APP801904,CUST100213,2024-04-03,Auto,New Car,647000,84,10.43,30400,2800,0.451,1,Approved,644000,2024-04-14,1,0
APP801905,CUST102981,2024-03-27,Home,Home Purchase,8871000,84,9.71,110600,19400,1.495,1,Approved,7237000,2024-04-01,1,1
APP801906,CUST104786,2023-12-09,Auto,Used Car,2451000,48,10.01,10000,2500,3.0,1,Rejected,0,2023-12-12,0,
APP801907,CUST101759,2023-03-31,Home,Balance Transfer,3178000,48,8.79,30200,7300,2.853,1,Rejected,0,2023-04-15,0,
APP801908,CUST103463,2023-09-19,Auto,Used Car,1083000,48,11.86,16100,200,1.777,1,Rejected,0,2023-09-21,0,
APP801909,CUST102149,2022-09-04,Personal,Home Renovation,486000,12,16.18,186900,48900,0.498,0,Approved,460000,2022-09-15,1,0
APP801910,CUST102096,2023-03-10,Auto,Used Car,1233000,36,11.1,36500,7800,1.322,1,Rejected,0,2023-03-18,0,
APP801911,CUST100287,2023-10-05,Auto,Two Wheeler,1524000,36,9.47,56800,7100,0.984,1,Approved,1348000,2023-10-06,1,1
APP801912,CUST104325,2022-07-16,Business,Equipment Purchase,4747000,24,13.62,59200,13100,3.0,0,Rejected,0,2022-07-25,0,
APP801913,CUST101649,2023-04-11,Auto,Used Car,632000,84,12.38,26600,6200,0.657,1,Approved,446000,2023-04-17,1,1
APP801914,CUST104786,2024-01-08,Auto,Two Wheeler,1538000,84,11.08,10000,2900,2.93,1,Rejected,0,2024-01-15,0,
APP801915,CUST102126,2022-11-09,Auto,Used Car,415000,36,9.52,30000,1800,0.502,1,Approved,336000,2022-11-10,1,0
APP801916,CUST104340,2023-11-18,Personal,Travel,662000,36,17.85,32300,1100,0.774,0,Approved,636000,2023-12-03,1,0
APP801917,CUST104991,2022-10-13,Personal,Medical Emergency,518000,48,20.62,43200,700,0.385,0,Rejected,0,2022-10-23,0,
APP801918,CUST100131,2023-06-09,Personal,Home Renovation,790000,60,19.88,25400,800,0.854,1,Rejected,0,2023-06-26,0,
APP801919,CUST100460,2023-08-02,Personal,Home Renovation,530000,12,11.25,67500,2300,0.729,0,Approved,380000,2023-08-12,1,0
APP801920,CUST102090,2022-07-22,Personal,Debt Consolidation,1184000,12,16.75,15500,4500,3.0,1,Rejected,0,2022-08-10,0,
APP801921,CUST104362,2023-12-30,Home,Balance Transfer,1513000,60,8.81,20400,4100,1.736,1,Rejected,0,2024-01-11,0,
APP801922,CUST102236,2023-06-08,Personal,Debt Consolidation,639000,24,15.69,39700,4200,0.891,0,Approved,584000,2023-06-23,1,0
APP801923,CUST100755,2023-06-23,Business,Equipment Purchase,2649000,48,15.64,118100,22000,0.818,0,Approved,2307000,2023-07-02,1,0
APP801924,CUST103301,2023-07-07,Personal,Home Renovation,117000,36,16.06,10000,1100,0.522,0,Rejected,0,2023-07-21,0,
APP801925,CUST100820,2023-01-24,Business,Equipment Purchase,6462000,12,16.35,44500,15000,3.0,0,Rejected,0,2023-02-07,0,
APP801926,CUST103906,2023-02-02,Education,Study Abroad,3449000,60,9.14,201900,34000,0.524,0,Approved,3373000,2023-02-03,1,0
APP801927,CUST104657,2022-11-15,Business,Equipment Purchase,5500000,84,13.46,71800,19400,1.683,0,Approved,4144000,2022-11-29,1,0
APP801928,CUST100765,2024-06-23,Personal,Home Renovation,1295000,84,11.38,74900,10100,0.435,0,Approved,1152000,2024-07-08,1,0
APP801929,CUST101762,2023-11-23,Gold,Gold Loan,123000,24,10.51,41000,3100,0.215,1,Approved,109000,2023-12-08,1,0
APP801930,CUST103247,2023-12-17,Personal,Medical Emergency,617000,84,20.17,66500,14500,0.425,0,Rejected,0,2023-12-29,0,
APP801931,CUST102812,2024-04-28,Personal,Wedding,1004000,24,19.55,29200,6600,1.965,1,Rejected,0,2024-05-17,0,
APP801932,CUST104283,2022-09-28,Auto,New Car,1090000,12,12.41,19700,4800,3.0,1,Rejected,0,2022-10-10,0,
APP801933,CUST100401,2023-04-15,Personal,Travel,469000,60,22.77,17300,4700,1.033,0,Approved,388000,2023-04-17,1,1
APP801934,CUST103539,2023-04-10,Education,Skill Certification,2167000,48,10.38,43900,3500,1.339,0,Approved,1705000,2023-04-28,1,0
APP801935,CUST101395,2023-02-14,Personal,Medical Emergency,220000,12,13.39,49600,11300,0.625,0,Approved,199000,2023-02-21,1,0
APP801936,CUST104923,2023-10-10,Home,Balance Transfer,9887000,48,10.4,19200,4600,3.0,1,Rejected,0,2023-10-24,0,
APP801937,CUST100658,2023-04-05,Home,Balance Transfer,10250000,36,9.11,104600,3000,3.0,1,Rejected,0,2023-04-10,0,
APP801938,CUST101545,2023-01-25,Business,Business Expansion,4018000,36,14.44,32900,7100,3.0,0,Rejected,0,2023-02-07,0,
APP801939,CUST103215,2023-12-30,Personal,Home Renovation,140000,24,23.39,12200,4100,0.941,0,Rejected,0,2024-01-04,0,
APP801940,CUST101055,2024-04-07,Gold,Gold Loan,397000,36,13.71,65100,19000,0.499,1,Approved,358000,2024-04-19,1,0
APP801941,CUST100357,2024-05-15,Personal,Travel,223000,12,14.57,10000,2800,2.288,0,Rejected,0,2024-05-18,0,
APP801942,CUST101784,2023-04-27,Education,Higher Studies India,2752000,84,9.09,24100,6900,2.129,0,Approved,2177000,2023-05-03,1,0
APP801943,CUST100079,2023-10-29,Education,Higher Studies India,3393000,36,9.17,93700,16800,1.334,0,Approved,3031000,2023-11-12,1,1
APP801944,CUST103082,2022-11-11,Business,Equipment Purchase,6720000,84,13.18,46200,12400,2.927,0,Rejected,0,2022-11-21,0,
APP801945,CUST100339,2022-09-22,Education,Skill Certification,3966000,36,10.21,18400,1000,3.0,0,Rejected,0,2022-10-12,0,
APP801946,CUST103648,2023-08-25,Home,Home Construction,1975000,24,9.73,49500,5000,1.938,1,Approved,1515000,2023-09-01,1,1
APP801947,CUST104878,2024-01-23,Home,Home Purchase,7943000,12,8.62,79100,9700,3.0,1,Rejected,0,2024-01-28,0,
APP801948,CUST101557,2023-06-30,Personal,Medical Emergency,441000,48,15.07,25900,8000,0.784,0,Approved,323000,2023-07-05,1,0
APP801949,CUST104758,2024-02-01,Home,Home Purchase,6960000,24,8.35,40600,14200,3.0,1,Rejected,0,2024-02-02,0,
APP801950,CUST101595,2023-01-19,Auto,New Car,1971000,84,13.88,48400,4100,0.845,1,Approved,1393000,2023-01-21,1,0
APP801951,CUST101720,2023-11-28,Personal,Debt Consolidation,616000,60,20.84,34200,1000,0.515,0,Rejected,0,2023-11-30,0,
APP801952,CUST102043,2024-03-25,Personal,Wedding,991000,48,22.02,36700,3900,0.958,0,Approved,858000,2024-04-14,1,0
APP801953,CUST104382,2023-07-11,Business,Business Expansion,6235000,12,19.3,22000,3900,3.0,0,Rejected,0,2023-07-16,0,
APP801954,CUST101646,2022-12-06,Business,Business Expansion,6485000,84,18.94,27200,1500,3.0,0,Rejected,0,2022-12-22,0,
APP801955,CUST101975,2024-01-22,Personal,Travel,513000,12,18.14,49500,6000,1.072,0,Approved,489000,2024-01-29,1,0
APP801956,CUST104415,2023-03-24,Gold,Gold Loan,777000,24,12.45,72800,15000,0.711,1,Approved,767000,2023-04-03,1,1
APP801957,CUST101253,2024-01-07,Education,Skill Certification,1461000,48,12.29,31200,9700,1.55,0,Approved,1255000,2024-01-08,1,1
APP801958,CUST100718,2024-01-15,Business,Equipment Purchase,1748000,36,14.43,50600,14200,1.47,0,Approved,1538000,2024-02-04,1,0
APP801959,CUST101020,2023-07-23,Personal,Debt Consolidation,262000,24,20.59,44800,9300,0.507,1,Approved,221000,2023-08-11,1,1
APP801960,CUST102957,2022-12-13,Auto,Used Car,980000,24,11.96,236600,19300,0.277,1,Approved,951000,2022-12-19,1,0
APP801961,CUST100643,2023-06-29,Auto,Used Car,919000,12,9.17,105600,34100,1.084,1,Approved,726000,2023-07-07,1,0
APP801962,CUST104009,2024-06-28,Home,Home Purchase,10343000,24,9.12,20300,1200,3.0,1,Under Review,0,,0,
APP801963,CUST101212,2023-05-29,Home,Balance Transfer,5729000,240,10.01,51800,6900,1.201,1,Approved,5063000,2023-06-02,1,0
APP801964,CUST101506,2023-06-10,Gold,Gold Loan,542000,36,11.68,16500,1900,1.199,1,Rejected,0,2023-06-16,0,
APP801965,CUST100499,2023-11-07,Business,Equipment Purchase,1194000,24,13.17,68600,5200,0.905,0,Rejected,0,2023-11-11,0,
APP801966,CUST102876,2023-07-11,Auto,Two Wheeler,1864000,60,11.51,122100,11100,0.427,1,Approved,1698000,2023-07-18,1,0
APP801967,CUST104773,2022-09-01,Personal,Medical Emergency,1025000,48,17.9,13800,1500,2.289,1,Rejected,0,2022-09-18,0,
APP801968,CUST103956,2022-07-13,Home,Balance Transfer,3245000,120,9.19,26100,5700,1.804,1,Rejected,0,2022-07-15,0,
APP801969,CUST101833,2023-04-01,Personal,Debt Consolidation,642000,60,16.86,27400,5900,0.796,0,Rejected,0,2023-04-10,0,
APP801970,CUST102684,2023-05-10,Personal,Medical Emergency,1287000,12,14.71,82700,9100,1.513,0,Rejected,0,2023-05-12,0,
APP801971,CUST101389,2023-11-10,Home,Balance Transfer,1629000,48,8.73,27600,7800,1.744,1,Rejected,0,2023-11-12,0,
APP801972,CUST101881,2024-04-14,Personal,Travel,274000,36,12.99,36800,8000,0.468,0,Approved,250000,2024-04-25,1,1
APP801973,CUST104230,2024-05-18,Auto,Two Wheeler,1513000,12,12.62,71700,3300,1.928,1,Rejected,0,2024-06-01,0,
APP801974,CUST100902,2023-09-04,Auto,New Car,812000,60,10.2,100500,28100,0.452,1,Approved,738000,2023-09-12,1,0
APP801975,CUST102050,2023-06-03,Auto,New Car,831000,48,10.18,132800,21200,0.319,1,Approved,679000,2023-06-08,1,0
APP801976,CUST102484,2023-06-15,Auto,Used Car,897000,36,11.8,16100,2500,2.005,1,Rejected,0,2023-06-21,0,
APP801977,CUST101665,2024-05-30,Personal,Debt Consolidation,633000,48,19.04,62100,20900,0.641,1,Rejected,0,2024-06-01,0,
APP801978,CUST101353,2024-03-01,Auto,Used Car,1692000,24,10.55,44800,10100,1.976,1,Rejected,0,2024-03-06,0,
APP801979,CUST104295,2022-12-10,Business,Business Expansion,2442000,48,18.82,66800,5400,1.17,0,Approved,1789000,2022-12-14,1,1
APP801980,CUST101861,2023-02-05,Personal,Debt Consolidation,1162000,36,15.3,60800,16400,0.935,0,Approved,963000,2023-02-12,1,0
APP801981,CUST102754,2023-02-02,Home,Balance Transfer,7830000,36,9.94,103900,13300,2.557,1,Approved,7289000,2023-02-21,1,0
APP801982,CUST102418,2023-09-29,Home,Home Purchase,10569000,60,9.69,29200,7800,3.0,1,Rejected,0,2023-10-06,0,
APP801983,CUST103786,2024-05-10,Auto,New Car,1740000,36,13.99,45000,3700,1.405,1,Rejected,0,2024-05-23,0,
APP801984,CUST103531,2023-03-17,Education,Higher Studies India,2900000,60,12.9,63600,16600,1.296,0,Approved,2628000,2023-03-31,1,0
APP801985,CUST100896,2022-08-30,Personal,Medical Emergency,434000,60,14.86,23200,5400,0.676,0,Approved,318000,2022-09-17,1,1
APP801986,CUST102360,2022-07-20,Business,Equipment Purchase,6684000,12,13.69,129600,35900,3.0,0,Rejected,0,2022-08-08,0,
APP801987,CUST103957,2023-07-05,Education,Skill Certification,1070000,24,12.42,47700,1500,1.092,0,Rejected,0,2023-07-15,0,
APP801988,CUST100703,2024-02-03,Auto,Two Wheeler,525000,84,9.25,10000,1500,1.001,1,Rejected,0,2024-02-10,0,
APP801989,CUST104530,2023-01-28,Auto,Used Car,2473000,12,12.44,53700,18000,3.0,1,Rejected,0,2023-01-30,0,
APP801990,CUST103328,2022-08-18,Personal,Wedding,401000,84,23.78,65800,9100,0.288,0,Approved,299000,2022-09-02,1,0
APP801991,CUST102506,2022-08-06,Business,Working Capital,2287000,84,12.2,60400,4900,0.754,0,Approved,2151000,2022-08-18,1,0
